bacteria,host_o_antigen_type,host_o_antigen_score,host_lps_core_type,host_receptor_btub_score,host_receptor_fadL_score,host_receptor_fhua_score,host_receptor_lamB_score,host_receptor_lptD_score,host_receptor_nfrA_score,host_receptor_ompA_score,host_receptor_ompC_score,host_receptor_ompF_score,host_receptor_tolC_score,host_receptor_tsx_score,host_receptor_yncD_score,host_capsule_profile_kfia_score,host_capsule_profile_kfib_score,host_capsule_profile_kfic_score,host_capsule_profile_kfid_score,host_capsule_profile_kfoa_score,host_capsule_profile_kfob_score,host_capsule_profile_kfoc_score,host_capsule_profile_kfod_score,host_capsule_profile_kfoe_score,host_capsule_profile_kfof_score,host_capsule_profile_kfog_score,host_capsule_profile_kpsc_score,host_capsule_profile_kpsc_2_score,host_capsule_profile_kpsd_score,host_capsule_profile_kpse_score,host_capsule_profile_kpse_2_score,host_capsule_profile_kpsf_score,host_capsule_profile_kpsm_score,host_capsule_profile_kpsm_2_score,host_capsule_profile_kpss_score,host_capsule_profile_kpst_score,host_capsule_profile_kpst_2_score,host_capsule_profile_kpsu_score,host_capsule_profile_neu_score,host_capsule_profile_neua_score,host_capsule_profile_neub_score,host_capsule_profile_neud_score,host_capsule_profile_neue_score,host_capsule_profile_neus_score,host_capsule_profile_rmla_score,host_capsule_profile_rmlb_score,host_capsule_profile_rmlc_score,host_capsule_profile_rmld_score,host_capsule_profile_wckc_score,host_capsule_profile_wcke_score,host_capsule_profile_wckf_score,host_capsule_profile_wckg_score,host_capsule_profile_wckh_score,host_capsule_profile_wcki_score,host_capsule_profile_cluster_19_score,host_capsule_profile_cluster_20_score,host_capsule_profile_cluster_23_score,host_capsule_profile_cluster_25_score,host_capsule_profile_cluster_26_score,host_capsule_profile_cluster_27_score,host_capsule_profile_cluster_28_score,host_capsule_profile_cluster_29_score,host_capsule_profile_cluster_32_score,host_capsule_profile_cluster_39_score,host_capsule_profile_cluster_40_score,host_capsule_profile_cluster_42_score,host_capsule_profile_cluster_43_score,host_capsule_profile_cluster_44_score,host_capsule_profile_cluster_45_score,host_capsule_profile_cluster_47_score,host_capsule_profile_cluster_48_score,host_capsule_profile_cluster_49_score,host_capsule_profile_cluster_51_score,host_capsule_profile_cluster_52_score,host_capsule_profile_cluster_53_score,host_capsule_profile_cluster_54_score,host_capsule_profile_cluster_55_score,host_capsule_profile_cluster_56_score,host_capsule_profile_cluster_57_score,host_capsule_profile_cluster_58_score,host_capsule_profile_cluster_59_score,host_capsule_profile_cluster_60_score,host_capsule_profile_cluster_61_score,host_capsule_profile_cluster_62_score,host_capsule_profile_cluster_63_score,host_capsule_profile_cluster_64_score,host_capsule_profile_cluster_65_score,host_capsule_profile_cluster_66_score,host_capsule_profile_cluster_67_score,host_capsule_profile_cluster_72_score,host_capsule_profile_cluster_73_score,host_capsule_profile_cluster_74_score,host_capsule_profile_cluster_75_score,host_capsule_profile_cluster_76_score,host_capsule_profile_cluster_77_score,host_capsule_profile_cluster_78_score,host_capsule_profile_cluster_79_score,host_capsule_profile_cluster_80_score,host_capsule_profile_cluster_83_score,host_capsule_profile_cluster_84_score,host_capsule_profile_cluster_85_score,host_capsule_profile_cluster_86_score,host_capsule_profile_cluster_87_score,host_capsule_profile_cluster_88_score,host_capsule_profile_cluster_89_score,host_capsule_profile_cluster_90_score,host_capsule_profile_cluster_91_score,host_capsule_profile_cluster_92_score,host_capsule_profile_cluster_93_score,host_capsule_profile_cluster_94_score,host_capsule_profile_cluster_95_score,host_capsule_profile_cluster_97_score,host_capsule_profile_cluster_98_score,host_capsule_profile_cluster_99_score
B090,O2/O50,148.576309,,1377.239136,953.520081,1696.812012,1019.817322,1784.862915,1813.637451,757.902832,741.092407,752.259705,1012.035522,664.458984,292.341492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.21283,59.178596,88.392036,0.0,0.0,0.0,40.523151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.730265,525.695984,72.591019,17.796209,0.0,559.19342,0.0,23.559011,0.0,0.0,0.0,0.0,37.066605,0.0,0.0,37.752007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.155216,0.0,47.793861,0.0,0.0,21.689051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.21937,0.0,0.0,778.443176,0.0,0.0
B1147,O25,289.493225,,1383.220703,755.632568,1524.461914,1016.397156,1758.068848,2149.839844,755.071777,714.78241,760.147949,1032.374023,690.266541,1535.998413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.925751,52.209221,88.624207,0.0,0.0,0.0,48.876034,22.51853,0.0,0.0,0.0,0.0,0.0,0.0,22.238346,527.874451,78.519363,0.0,439.272369,558.790283,0.0,23.902349,0.0,0.0,0.0,0.0,83.855698,536.472473,0.0,39.522312,257.636627,0.0,0.0,0.0,0.0,0.0,0.0,787.552307,0.0,908.030701,30.722816,0.0,46.740891,146.621017,138.184647,43.934364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.978039,0.0,0.0,0.0,0.0,0.0
B12I13,O25,850.753418,,1391.709106,1000.714783,1033.746704,1032.220703,1831.579346,2213.564697,763.483032,745.53064,797.481567,1035.526733,691.688721,1585.429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.583084,53.979916,0.0,0.0,0.0,707.488464,49.021584,39.943893,0.0,0.0,273.991211,0.0,0.0,0.0,16.70034,528.115967,79.003296,0.0,0.0,562.368469,0.0,2002.010254,585.111816,1262.085083,0.0,2936.531494,49.520523,533.338135,0.0,68.034752,259.455841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.750977,0.0,33.628193,164.941101,47.78672,0.0,0.0,18.64978,0.0,210.280197,0.0,0.0,0.0,0.0,0.0,30.705456,0.0,0.0,24.147863,0.0,0.0
B156,O2/O50,411.013458,,1377.616333,755.029846,1682.408691,1019.817322,1785.711304,2089.220703,757.902832,736.749268,752.259705,1006.811279,664.458984,192.535522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.902161,59.178596,83.814545,0.0,0.0,0.0,40.523151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.02203,526.840393,72.64592,17.803963,0.0,559.19342,0.0,23.627436,0.0,0.0,0.0,0.0,37.068855,0.0,0.0,37.752007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.155216,0.0,48.766361,0.0,0.0,37.640472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B1747,O83,159.846008,R1,1396.376099,1000.714783,1033.746704,1032.220703,1833.89563,2213.564697,763.483032,745.53064,797.481567,1037.996582,691.688721,1589.304565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.583084,53.979916,0.0,0.0,0.0,503.312653,49.021584,56.167828,0.0,0.0,0.0,0.0,0.0,0.0,16.460993,528.115967,79.003296,0.0,0.0,562.368469,0.0,427.567596,0.0,0.0,0.0,1252.926758,49.520523,533.287598,0.0,68.725189,260.418121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.973633,0.0,33.628193,0.0,47.78672,0.0,0.0,18.587667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.66066,0.0,0.0,25.324104,0.0,0.0
B1932,O83,156.854599,R1,1211.561035,996.003296,1227.535278,1018.898621,1795.785278,2218.750244,781.875183,743.856628,797.481567,1043.168213,681.330811,1582.455811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,63.422726,0.0,0.0,0.0,0.0,46.442146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.62439,75.304329,18.619699,0.0,560.365479,0.0,24.636633,0.0,0.0,0.0,0.0,49.520523,0.0,0.0,42.310207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.969727,0.0,34.518867,0.0,49.942272,0.0,0.0,29.622023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.748352,0.0,0.0,25.324104,0.0,0.0
B253,O83,156.494858,R1,1229.179443,749.776123,1704.993286,981.995789,1710.496582,1556.564697,762.637634,748.675415,739.303528,1015.604858,672.437744,1592.032593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.583084,60.449333,0.0,0.0,0.0,0.0,30.124861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.483276,74.686058,0.0,0.0,562.578186,0.0,0.0,0.0,0.0,0.0,0.0,49.437202,18.535082,0.0,18.072256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.060364,0.0,36.308979,0.0,48.543404,0.0,0.0,34.110237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.102222,0.0,0.0
B49,O7,918.166199,R1,1402.539307,757.444641,1707.605713,1015.079041,1763.618774,2179.320557,758.212158,749.668579,763.063293,1033.020142,689.882507,1534.630249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.698822,53.404823,86.629265,0.0,0.0,0.0,49.188305,21.597672,0.0,0.0,0.0,0.0,0.0,0.0,24.298429,527.360168,76.204651,0.0,452.24231,562.003601,0.0,24.046377,0.0,0.0,0.0,0.0,81.092911,535.473145,0.0,45.871807,258.85437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.541626,32.607506,0.0,49.717339,150.390564,145.354752,23.857323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.681719,0.0,0.0,49.250065,0.0,0.0
B691,O83,156.363144,R1,753.833618,753.162292,1033.746704,993.179016,1710.496582,1558.424805,762.637634,725.994568,736.003296,1015.604858,672.437744,1588.929932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.583084,60.9067,0.0,0.0,0.0,0.0,30.124861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.483276,74.998108,0.0,0.0,562.368469,0.0,0.0,0.0,0.0,0.0,0.0,49.520523,0.0,0.0,19.269264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.308979,0.0,52.820881,0.0,0.0,19.087967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B6A1,O83,159.404327,R1,749.467834,1012.69812,1711.192383,1022.813293,1836.475586,2231.614746,763.42572,745.53064,719.51947,1045.020996,691.688721,1599.735229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.094215,0.0,0.0,0.0,0.0,46.621685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.460993,527.483276,75.375778,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,43.077908,48.950008,0.0,0.0,43.119789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.587364,0.0,48.705631,0.0,0.0,18.424973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.96608,0.0,0.0
B992,O2/O50,146.791107,,1371.283447,953.093384,1694.42627,1019.817322,1782.444092,2084.879883,757.902832,735.838379,752.259705,1020.590515,664.458984,271.187317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.535503,57.471733,0.0,0.0,0.0,0.0,40.243046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.695984,72.64592,17.804337,0.0,559.19342,0.0,23.464743,0.0,0.0,0.0,0.0,37.068855,18.854359,0.0,37.144302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.155216,0.0,48.066319,0.0,0.0,38.148899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.977425,0.0,0.0
BCH953,O9,981.330811,R1,1407.7146,1014.23468,1717.422729,1024.96582,1836.475586,2225.415283,755.805359,730.083557,800.040161,1045.020996,691.688721,1602.267334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,49.873066,0.0,0.0,0.0,0.0,45.497952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.035923,527.62439,75.476715,0.0,0.0,561.95166,0.0,25.067707,0.0,0.0,0.0,0.0,54.515408,19.150808,0.0,41.512112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.829834,0.0,33.917709,0.0,48.715008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.549274,0.0,0.0,0.0,0.0,0.0
BDX03,O17/O73/O106/O44/O77,934.821838,,1402.856201,1011.639893,1516.675293,1022.576843,1836.475586,2225.95874,788.467896,762.926025,797.481567,1043.168213,691.688721,1587.288574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.439056,55.447037,82.235664,0.0,0.0,0.0,132.144485,28.034498,0.0,0.0,0.0,0.0,0.0,143.94014,20.279034,529.947327,75.483543,0.0,0.0,561.95166,0.0,22.290815,0.0,0.0,0.0,0.0,372.332336,194.589783,0.0,42.258339,258.177399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.973633,0.0,33.563698,0.0,47.992954,0.0,0.0,18.576498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.942369,59.377747,148.355865,25.324104,0.0,0.0
BDX09,O24,738.474548,R4,1211.561035,996.003296,1227.535278,1018.898621,1821.21106,1313.777466,781.875183,743.856628,797.481567,1043.168213,691.688721,1582.455811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,63.422726,0.0,0.0,0.0,0.0,46.442146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.203197,527.62439,75.304329,18.619699,0.0,560.365479,0.0,24.636633,0.0,0.0,0.0,0.0,49.550861,0.0,0.0,42.310207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.518867,0.0,49.942272,0.0,0.0,47.808228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.324104,0.0,0.0
BE,O16,863.924072,,1411.180908,1014.23468,1367.054321,1038.901978,1836.475586,2248.198242,791.731018,818.425659,800.040161,1045.020996,691.688721,1610.603638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,50.327496,0.0,0.0,0.0,0.0,37.321568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.631456,526.932678,76.022476,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,458.199432,0.0,49.690723,0.0,0.0,40.844269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.024292,0.0,33.486916,0.0,48.461514,0.0,0.0,20.118423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47274,0.0,0.0
BL21,O7,993.762146,R1,1262.552979,1014.23468,1714.130371,1041.292847,1836.475586,0.0,791.731018,688.701843,800.040161,1045.020996,691.688721,1603.028564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.318481,56.579449,514.385681,0.0,0.0,0.0,0.0,48.463722,22.741806,538.089966,0.0,0.0,900.036011,1076.587402,0.0,19.884607,527.62439,76.022476,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,54.512127,534.915405,0.0,43.49522,257.483368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.627258,0.0,48.461514,0.0,0.0,17.45149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.663397,0.0,0.0,23.433641,0.0,0.0
Ben4d,O83,158.042816,R1,753.962402,756.708618,1529.318237,1021.287537,1823.706421,2225.948486,781.974365,737.309998,788.870117,1043.168213,680.180847,1590.494141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.760895,55.863255,0.0,0.0,0.0,0.0,47.296276,21.853689,0.0,105.740768,0.0,0.0,0.0,0.0,0.0,527.62439,73.233627,18.619699,0.0,560.919983,0.0,28.305452,0.0,0.0,0.0,0.0,49.520523,532.669128,0.0,96.523392,263.175842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.404419,0.0,33.649139,0.0,49.55846,0.0,0.0,77.761673,324.539398,0.0,0.0,0.0,0.0,0.0,0.0,29.818077,0.0,0.0,0.0,0.0,0.0
C2-119,O83,159.846008,R1,1396.376099,1000.714783,1033.746704,1032.220703,1833.89563,2209.578857,763.483032,745.53064,797.481567,1037.996582,691.688721,1586.158813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.583084,53.979916,0.0,0.0,0.0,0.0,103.345924,21.82601,0.0,44.87339,0.0,0.0,0.0,0.0,16.320864,528.115967,79.003296,0.0,0.0,562.368469,0.0,24.219887,0.0,0.0,0.0,0.0,49.520523,531.997437,0.0,40.940632,255.030487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.628193,0.0,47.78672,0.0,0.0,18.587667,621.228882,0.0,0.0,0.0,0.0,0.0,0.0,30.79126,0.0,0.0,78.404884,0.0,0.0
DEC1a,O83,159.801498,R1,748.497314,755.906189,1030.397339,1018.898621,1818.59314,2221.248779,778.743408,713.451904,739.923828,1043.168213,681.330811,1576.789307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.650299,0.0,0.0,0.0,0.0,49.839581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.62439,75.067619,18.619699,0.0,559.469177,0.0,24.30224,0.0,0.0,0.0,0.0,49.520523,0.0,0.0,43.388737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.330399,0.0,47.745861,0.0,0.0,58.187603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.183323,0.0,0.0
DEC2a,O83,159.801498,R1,748.497314,755.906189,1030.397339,1018.898621,1818.59314,2221.248779,778.743408,713.451904,739.923828,1043.168213,681.330811,1576.789307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.650299,0.0,0.0,0.0,0.0,50.655273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.62439,75.067619,18.619699,0.0,559.469177,0.0,24.30224,0.0,0.0,0.0,0.0,49.520523,0.0,0.0,43.319118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.330399,0.0,47.745861,0.0,0.0,57.93079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.223961,0.0,0.0
DIJ06,O25,850.753418,,1386.031616,756.708618,1533.292847,1021.287537,1823.706421,2222.256592,754.269226,737.957458,788.870117,1035.397461,680.180847,1590.494141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,63.422726,0.0,0.0,0.0,50.708855,497.310242,1814.270874,0.0,0.0,0.0,0.0,0.0,0.0,19.412785,527.62439,75.277939,18.619699,0.0,560.792603,0.0,24.629187,0.0,0.0,0.0,0.0,53.710827,534.30658,0.0,43.388737,246.301743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.385315,24.206646,33.649139,0.0,49.942272,300.58136,0.0,18.64978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.913958,0.0,0.0,35.391483,0.0,0.0
DIJ07,O17/O73/O106/O44/O77,934.821838,,1404.923828,1011.639893,1516.675293,1024.96582,1836.475586,2225.95874,788.467896,762.926025,797.481567,1043.168213,691.688721,1586.893921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.581005,55.447037,0.0,0.0,0.0,0.0,132.144485,28.034498,0.0,0.0,0.0,0.0,0.0,143.94014,0.0,529.947327,75.483543,0.0,0.0,561.95166,0.0,22.290815,0.0,0.0,0.0,0.0,372.887756,194.589783,0.0,42.258339,258.177399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.563698,0.0,47.992954,0.0,0.0,18.576498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.942369,59.377747,148.355865,20.928619,0.0,0.0
E1426,O16,231.715408,,748.497314,996.003296,1713.859497,1032.220703,1795.785278,2219.701416,756.636597,743.909973,797.481567,1043.168213,690.763367,1588.063843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,55.246849,0.0,0.0,0.0,0.0,49.090084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.62439,75.504166,18.619699,0.0,560.365479,0.0,24.635326,0.0,0.0,0.0,0.0,49.520523,0.0,0.0,42.204155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.67255,0.0,47.776352,0.0,0.0,24.945181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.553711,0.0,0.0
E1492,O8,893.646362,R1,746.520264,1005.853271,1557.543091,1022.920593,1836.475586,2221.356445,779.344055,746.718689,797.481567,1043.683716,691.688721,1585.701782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.568031,52.799797,0.0,0.0,0.0,0.0,50.745289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.552597,527.483276,79.031303,0.0,0.0,561.95166,0.0,24.217964,0.0,0.0,0.0,0.0,53.779915,39.758484,24.664436,40.434406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.628193,0.0,47.78672,0.0,0.0,18.636045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.553711,0.0,0.0
